Processed Text,summarizer
قصف الجيش المصري الجمعه مواقع لتنظيمات متطرفه درنه الليبيه وقالت مصادر عسكريه مصريه تم استهداف معسكرات لتدريب متشددين وذلك تاكدت مشاركتهم التخطيط لهجوم المنيا اسفر مقتل واصابه اخرين واكد الرئيس المصري عبد الفتاح السيسي انه امر بتنفيذ ضربات ضد معسكرات الارهاب يجري تدريب مسلحين لضرب مصر جهتها اعلنت قوات شرق ليبيا انها شاركت الغارات استهدفت قوات مرتبطه بالقاعده,وقالت مصادر عسكرية مصرية إنه تم استهداف معسكرات لتدريب متشددين وذلك بعد أن تأكدت مشاركتهم في التخطيط لهجوم المنيا الذي أسفر عن مقتل 29 وإصابة 24 آخرين. وأكد الرئيس المصري عبد الفتاح السيسي أنه أمر بتنفيذ  ضربات ضد معسكرات الإرهاب التي يجري تدريب مسلحين فيها لضرب مصر. من جهتها، أعلنت قوات شرق ليبيا أنها شاركت في هذه الغارات التي استهدفت قوات مرتبطة بالقاعدة.
عمد كهل يبلغ العمر سنه نهايه الاسبوع الماضي الاتصال برقم شرطه النجده مهددا بتنفيذ تفجيرات المنطقه السياحيه بالقنطاوي وبعد التثبت الرقم اتصل داهمت تشكيلات امنيه تابعه لاقليم الامن سوسه مسنوده بفرقه مختصه مكافحه الارهاب منزله الكائن جهه بوحسينه ولايه سوسه تمكنت القاء القبض وبالتحري معه والتثبت هويته تبين انه يعاني اضطرابات نفسيه وسبق خضع للعلاج مستشفى الرازي للامراض النفسيه بحسب اكده مصدر امني للجوهره وباستشاره النيابه العموميه اذنت بارجاعه المستشفى المذكور وايداعه بصفه نهائيه,"وبالتحري معه والتثبت في هويته، تبين أنه يعاني من اضطرابات نفسية وسبق له أن خضع للعلاج في مستشفى الرازي للأمراض النفسية، بحسب ما أكده مصدر أمني للجوهرة أف أم. 
عمد كهل يبلغ من العمر 44 سنة، نهاية الأسبوع الماضي، إلى الاتصال برقم شرطة النجدة مهددا بتنفيذ تفجيرات في المنطقة السياحية بالقنطاوي. وباستشارة النيابة العمومية، أذنت بإرجاعه إلى المستشفى المذكور وإيداعه به بصفة نهائية."
كشف القيادي حركه النهضه عبد اللطيف المكي وجود لوبيات فساد ورجال اعمال نافذين صلب عدد الاحزاب السياسيه يتحكمون القرارات السياسيه واضاف المكي مداخله اليوم برنامج الحدث يحكم تونس الظاهر الحكومه والاداره الباطن لوبيات فساد كبيره تؤثر القرارات وتتدخل مؤكدا الفساد تونس انتقل المضاربات الاقتصاديه والتحايل القانون واختراق الاداره التونسيه الفعل الوسط السياسي وفق تعبيره واشار وجود فساد مهيكل يعمل ويتداخل مجالات عمل الحكومه ويفتك الصفقات الاموال ويؤثر القرارات السياسيه محاسبه واوضح كبار رجال الاعمال تونس تحدث تصريح اعلامي وجود علاقه التهريب ورجال الاعمال يتم استدعائه والاستماع اقواله والمعطيات بحوزته والاستفاده قوله ودعا القيادي حركه النهضه حكومه الشاهد التطرق الملف ومحاسبه اللوبيات تستولي اموال التونسيين,"
كشف القيادي في حركة النهضة، عبد اللطيف المكي عن وجود لوبيات فساد ورجال أعمال نافذين صلب عدد من الأحزاب السياسية يتحكمون في القرارات السياسية. وأشار إلى وجود ""فساد مهيكل يعمل ويتداخل في مجالات عمل الحكومة ويفتك الصفقات ويهرّب الاموال ويؤثر على القرارات السياسية، دون محاسبة"". ودعا القيادي في حركة النهضة حكومة الشاهد إلى التطرق إلى هذا الملف ومحاسبة اللوبيات التي تستولي على أموال التونسيين."
تعرض الاطار الطبي وشبه الطبي بقسم الاستعجالي بالمستشفى الجهوي بسيدي بوزيد الاعتداء بالعنف مرافقي المرضى واكد مراسل الجوهره اف ام المستشفى الجهوي يشهد اليوم حاله الاحتقان الاطار الطبي وشبه الطبي بسبب تكرر الاعتداءات عليهم تقرر تتبع المعتدين قضائيا,"وأكد مراسل الجوهرة ""اف ام"" أن المستشفى الجهوي يشهد صباح اليوم حالة من الإحتقان من قبل الإطار الطبي وشبه الطبي بسبب تكرر الإعتداءات عليهم كما تقرر تتبع المعتدين قضائيا. 
تعرض الإطار الطبي وشبه الطبي بقسم الاستعجالي بالمستشفى الجهوي بسيدي بوزيد إلى الإعتداء بالعنف من قبل مرافقي أحد المرضى مساء أمس."
تدور اليوم مقابلات الجوله الخامسه مرحله التتويج بطوله القسم الوطني لكره السله البرنامج الساعه الرابعه ربع النادي الافريقي الاتحاد المنستيري الساعه الرابعه زوالا الملعب النابلي النجم الرادسي الساعه الخامسه نصف حضور جمهور الشبيبه القيروانيه النجم الساحلي,"
تدور مساء اليوم مقابلات الجولة الخامسة من مرحلة التتويج من بطولة القسم الوطني ألف لكرة السلة ."
عثر مواطنون اليوم الجمعه جثه شخص ملقاه بمنطقه الفايض التابعه لمعتمديه سيدي بوزيد الشرقيه تبين لاحقا انها لتاجر اصيل معتمديه سيدي عمر بوحجله ولايه القيروان يرجح انه بصدد شراء بضاعه سيدي بوزيد تولى اعوان الحمايه المدنيه نقل الجثه الى المستشفى الجهوي بسيدي بوزيد للتعرف اسباب الوفاه مراسل الجوهره اف ام بالجهه,"و قد تولى أعوان الحماية المدنية نقل الجثة الى المستشفى الجهوي بسيدي بوزيد للتعرف على أسباب الوفاة حسب مراسل الجوهرة""اف ام"" بالجهة. و قد تبين لاحقا انها لتاجر اصيل معتمدية سيدي عمر بوحجلة من ولاية القيروان و يرجح أنه كان بصدد شراء بضاعة من سيدي بوزيد. 
عثر مواطنون صباح اليوم الجمعة على جثة شخص ملقاة بمنطقة الفايض التابعة لمعتمدية سيدي بوزيد الشرقية ."
تمكنت الوحدات التابعه للمنطقه البحريه للحرس الوطني بتونس اليوم الجمعه احباط محاوله اجتياز الحدود البحريه خلسه باتجاه ايطاليا انطلاقا سواحل رواد ولايه اريانه بحسب اعلنته وزاره الداخليه بلاغ تم القاء القبض مجتازين كلهم تونسيون تترواح اعمارهم سنه ووسيطين صادره شانه مناشير تفتيش لفائده العديد الوحدات تنظيم عمليات الهجره وحمل سلاح ابيض رخصه حجز زورق بحري وكذلك احتياطي وسياره استغلالها تنقلاتهم ومبلغ مالي العمله قدره اورو بمراجعه النيابه طرف فرقه الارشاد البحري للحرس الوطني بحلق الوادي اذنت بالاحتفاظ بكامل المجموعه ومباشره شانهم موضوعها المشاركه وفاق قصد التدبير والتسهيل والمساعده وتنظيم مغادره شخص التراب التونسي خلسه بحرا نقل اشخاص بغايه اخراجهم التراب التونسي والابحار خلسه والمشاركه,وتمّ حجز زورق بحري مجهّز بمحرّك وكذلك محرّك إحتياطي وسيارة تمّ إستغلالها في تنقلاتهم ومبلغ مالي من العملة الأجنبيّة قدره 400 أورو.
اكد حسام التلمودي القيم العام بمعهد ثانوي بقابس مداخله الورد اليوم الثلاثاء عددا تلاميذ الباكالوريا اختاروا العام وللعام الثاني التوالي تكون دخله الباك سبور شعار باك الخير موجهه لعمل انساني تمثل جمع تبرعات مابينهم للمساهمه علاج طفل يبلغ العمر عاما يعاني مرض السرطان واوضح القيم العام المبادره كانت بدات العام الماضي تم التنسيق اذاعه محليه الجهه يعنى احدى برامجها بالحالات الاجتماعيه الصعبه موضحا التلاميذ المشاركين المبادره استمعوا الى الحالات الاجتماعيه ووقع الاختيار طفل مصاب بالسرطان واكد المبادره تلمذيه بالاساس تتدخل اداره المعهد اتاحه الفضاء لهؤلاء التلاميذ لانجاح مبادرتهم,وأكد أن المبادرة تلمذية بالأساس لم تتدخل ادارة المعهد فيها إلا من حيث اتاحة الفضاء لهؤلاء التلاميذ لإنجاح مبادرتهم.
احتفلت معظم الدول العربيه والاسلاميه اليوم بحلول ايام عيد الفطر وادى ملايين المسلمين صلاه العيد الساحات العامه وذلك ظل اجراءات امنيه مشدده تحسبا وقوع هجمات ارهابيه وركزت خطب صلاه عيد الفطر نبذ الارهاب والتطرف والعنف واظهار الصوره السمحه للدين الاسلامي حسبما نقلت وسائل الاعلام الرسميه عده دول وفي تونس رئيس مجلس نواب الشعب محمد الناصر صلاه عيد الفطر المبارك بجامع مالك ابن انس بقرطاج واستعرض امام الجامع فضائل شهر الصيام خلال خطبه صلاه العيد مبرزا اهميه الاحتفال بعيد الفطر المبارك يحمله معاني نبيله وقيم التواصل والتازر والتحابب وفق جاء بلاغ للمجلس وادى مئات الالاف صلاه العيد الحرم النبوي الشريف بالمدينه المنوره تعرض الاثنين هجوم ارهابي قتل اربعه رجال الشرطه وندد خطيب المسجد النبوي بالارهاب بكافه اشكاله وصوره معتبرا نبته شيطانيه ضررها العالم مشددا ضروره التصدي وفي مكه المكرمه ادان خطيب المسجد الحرام الجرائم يرتكبها تنظيم داعش الارهابي تمت للاسلام بصله وفي القدس ادى مئات الاف الفلسطينيين صلاه العيد المسجد الاقصى بالقدس صلاه العيد وسط اجراءات امنيه مشدده ونشرت شرطه الاحتلال الاسرائيليه الافا عناصرها محيط البلده القديمه والحرم القدسي الشريف ومنع الرجال الخامسه واربعين عاما سكان الضفه الغربيه المحتله الوصول المسجد وكانت وتركيا وروسيا والمانيا والسويد ومناطق المعارضه السوريه وغيرها احتفلت الثلاثاء باول ايام عيد الفطر,وفي القدس أدى مئات آلاف الفلسطينيين صلاة العيد في المسجد الأقصى بالقدس صلاة العيد وسط إجراءات أمنية مشددة. وركزت خطب صلاة عيد الفطر على نبذ الإرهاب والتطرف والعنف، وإظهار الصورة السمحة للدين الإسلامي، حسبما نقلت وسائل الإعلام الرسمية في عدة دول.
تشارك جمعيه اساتذه النكهه وخبراء بتونس الدوره المعرض العالمي للطبخ سيقام مدينه اسطنبول التركيه بدايه يوم غد الخميس غايه يوم وستمثل الجمعيه تونس المعرض باكلات تونسيه تقليديه اعداد شاف نرجس سنان ستترشح للمسابقه الفرديه باعداد اكله المحمص باليازول المسابقه الجماعيه فستكون بمشاركه فريق متكون الشاف نرجس سنان الشاف عبد الفتاح بن علي والشاب ياسين كرت,"وستمثل الجمعية تونس في المعرض بأكلات تونسية تقليدية من اعداد ""شاف"" نرجس سنان التي ستترشح للمسابقة الفردية بإعداد أكلة ""المحمص باليازول"" . أما المسابقة الجماعية فستكون بمشاركة فريق متكون من ""الشاف نرجس سنان"" الشاف عبد الفتاح بن علي"" والشاب ياسين كرت."
بريطانيا اليوم الخميس منع الاعضاء الجدد مجلس العموم توظيف افراد عائلاتهم اشخاص تربطهم علاقات تجاريه وثيقه خلفيه الفضيحه حمله الانتخابات الرئاسيه الفرنسيه واعلنت رئيسه سلطه المعايير البرلمانيه المستقله بريطانيا روث ايفانز نعتقد توظيف اقرباء يتفق ممارسات التوظيف الحديثه تتطلب عمليه اختيار نزيهه وشفافه لتشجيع التنوع وستطبق الاجراءات الجديده انطلاقا الانتخابات العامه المقبله المرتقبه سنه وياتي القرار يجري التداول بهذه الفكره فرنسا اطار الشبهات تحوم حول مرشح اليمين للرئاسه فرنسوا فيون وجهت اليه التهمه قضيه الوظائف الوهميه يرجح زوجته وولديه استفادا واوضحت السلطه الضابطه للمعايير البرلمانيه وهي لجنه مستقله نشات فضيحه نفقات النواب هزت البلاد عام نائبا اصل يوظفون حاليا افراد عائلتهم,"وأعلنت رئيسة سلطة المعايير البرلمانية المستقلة في بريطانيا روث ايفانز ""نعتقد أن توظيف ""أقرباء"" لا يتفق مع ممارسات التوظيف الحديثة التي تتطلب عملية اختيار نزيهة وشفافة لتشجيع التنوع"". وأوضحت السلطة الضابطة للمعايير البرلمانية، وهي لجنة مستقلة نشأت بعد فضيحة نفقات النواب التي هزت البلاد عام 2009، أن 150 نائبا من أصل 650 يوظفون حاليا أحد أفراد عائلتهم. وستطبق هذه الإجراءات الجديدة انطلاقا من الانتخابات العامة المقبلة المرتقبة سنة 2020."
بادره استثنائيه الرئيس الفرنسي ايمانويل ماكرون تلقي مكالمات المواطنين بنفسه قسم موظفي الهاتف القصر وكان ماكرون بدا عبر فيسبوك شروعه تلقي اتصالات المواطنين دفعهم للاتصال بكثافه بقصر الاليزيه لاغتنام فرصه التحدث للرئيس وشرح مطالبهم الحكومه وقد تبادل اطراف الحديث البعض اوضاعهم بالشكر رسائل التشجيع بالرد عدد الاستفسارات,"وكان ماكرون قد بدأ بثاً مباشراً عبر فيسبوك قبل شروعه في تلقي اتصالات المواطنين، وهو ما دفعهم للاتصال بكثافة بقصر الإليزيه لاغتنام فرصة التحدث للرئيس وشرح مطالبهم من الحكومة. 
في بادرة استثنائية، قرّر الرئيس الفرنسي، إيمانويل ماكرون، تلقي مكالمات المواطنين بنفسه في قسم موظفي الهاتف في القصر. وقد تبادل أطراف الحديث مع البعض سائلاً إياهم عن أوضاعهم ومتوجهاً بالشكر على رسائل التشجيع، كما قام بالرد على عدد من الاستفسارات."
جد اليوم حادث مرور بالطريق الرابطه مدينه بوسالم ومنطقه الريابنه اسفر وفاه كهل العقد الخامس عمره وجرح اخرين وقال المدير الجهوي للصحه بجندوبه منجي السلطاني تصريح لوكاله تونس افريقيا للانباء حاله الجرحى مطمئنه اداره المستشفى بصدد القيام بالاسعافات الاوليه يذكر سياره نقل ريفي عمومي اصطدمت بشاحنه الطريق الرابطه مدينه بوسالم وقريه الريابنه وسط ضباب كثيف تشهده المنطقه,"
جد صباح اليوم، حادث مرور بالطريق الرابطة بين مدينة بوسالم ومنطقة الريابنة، أسفر عن وفاة كهل في العقد الخامس من عمره وجرح 3 آخرين. وقال المدير الجهوي للصحة بجندوبة، منجي السلطاني في تصريح لوكالة تونس افريقيا للأنباء إن حالة الجرحى غير مطمئنة و إن ادارة المستشفى بصدد القيام بالإسعافات الاولية. يذكر أن سيارة نقل ريفي عمومي قد اصطدمت بشاحنة في الطريق الرابطة بين مدينة بوسالم وقرية الريابنة وسط ضباب كثيف تشهده المنطقة."
تفوقت الشابه عبد النبي اصيله ولايه صفاقس الدراسه الثانويه وحصلت منحه لدراسه هندسه الفضاء جامعه شتوتغارت عملت تخرجها لعشره سنوات مجال برمجيات الفضاء والتحكم المركبات الفضائيه شركه ايرباص العملاقه عشقها للطيران اقوى ودفعها للتخلي عملها واحتراف الطيران تقول هيدا عبد النبي البالغه عمرها سنه متزوجه وام لطفل مشوارها النجاح انطلق تالقت الباكالوريا تحصلت معدل ممتاز لمواصله دراستها الجامعيه بالمانيا فتشبثت بحقها الحلم ودرست المرحله الجامعيه لتتخرج خطه مهندسه تعتلي اهم المناصب المانيا عبد النبي يوميا رحلتين رحلات كامل اوروبا واسيا وشمال افريقيا والمغرب وتشير مسؤوليتها الكبيره تامين الرحلات تضم الواحده راكبا مضيفه انها تواجه ردود فعل مختلفه زملائها نظرا لانها امراه عربيه ومسلمه,"عملت بعد تخرجها لعشرة سنوات في مجال برمجيات الفضاء والتحكم في المركبات الفضائية لدى شركة إيرباص العملاقة لكن عشقها للطيران كان أقوى ودفعها للتخلي عن عملها واحتراف الطيران. 
تفوقت الشابة هَيْدا عبد النبي أصيلة ولاية صفاقس في الدراسة الثانوية وحصلت على منحة لدراسة هندسة الفضاء في جامعة شتوتغارت. وتشير إلى مسؤوليتها الكبيرة في تأمين الرحلات التي تضم الواحدة 189 راكبا، مضيفة أنها تواجه ردود فعل مختلفة من قبل زملائها، نظرا لأنها امرأة عربية ومسلمة."
يواصل معتصمو الكامور ضخ البترول حوالي كلم مدينه تطاوين اعتصامهم السلمي لليوم الثامن التوالي واحتجاجاتهم انطلقت اسابيع التشغيل والتنميه رافضين بذلك المقترحات الجديده التى تقدمت الحكومه ورفض المعتصمون اجتماعهم عقدوه الليله الماضيه المقترحات الجديده قدمها وزير التكوين المهني والتشغيل عماد الحمامي اول امس الاحد والمتمثله انتداب عاملا الفور بالشركات البتروليه اشهر والترفيع اعتمادات برنامج المسؤوليه المجتمعيه الى مليون وفق ماافاد احد منسقي الاعتصامات المنجي معيز مراسل وات بالجهه وشدد معيز تشبث المعتصمين بمطالبهم الاصليه المتمثله تشغيل فرد عائله وفتح ادارات للشركات البتروليه الجهه وبعث صندوق استثمار تموله شركات البتروليه اكدوا استعدادهم لمزيد الحوار والتفاوض الحكومه يشار الى ان وزير التكوين المهنى والتشغيل تقدم اشرافه الاحد الماضي تنصيب الوالي الجديد محمد علي البرهومي بجمله المقترحات اطار المساعي لفك الاعتصام ومثلت المقترحات موضوع اجتماع عقده المحتجون امس الاثنين وكان الحمامي اكد ان الحكومه تفكر اللجوء الى القوه والحل الامني لفض اعتصام الكامور وهي ماضيه نهج الحوار والتفاوض للوصول الى الحلول ترضي الجميع وشدد ان الحكومه ملتزمه بانجاز القرارات اعلنها رئيس الحكومه يوم افريل لفائده تطاوين خلال زياره اداها الى الولايه اجالها بالكيفيه المطلوبه وكان رئيس الحكومه اعلن خلال زيارته قرارا تخص التنميه والتشغيل الجهه شملت مختلف القطاعات التنمويه,وكان رئيس الحكومة اعلن خلال زيارته عن 64 قرارا تخص التنمية والتشغيل في الجهة شملت مختلف القطاعات التنموية.
تمكنت الوحدات الامنيه التابعه لاقليم الحرس الوطني بسوسه خلال اليومين الماضيين ايقاف شخصا مفتشا عنهم حجز وسيلتي نقل مسروقه وفق اكده مصدر امني ل الجوهره تم خلال الحمله الامنيه تسجيل محضر عدلي مروري محضر جبائي ورفع مخالفه ماليه وحجز رخصه سياقه معلقه الصلوحيه بضاعه مهربه بقيمه الف,"
تمكنت الوحدات الأمنية التابعة لاقليم الحرس الوطني بسوسة خلال اليومين الماضيين من إيقاف 79 شخصا مفتشا عنهم و حجز وسيلتي نقل مسروقة، وفق ما أكده مصدر أمني لـ""الجوهرة أف أم""."
قال وزير الداخليه الهادي مجدوب اغلب المتورطين شبكات تسفير الشباب بؤر التوتر مهربون واضاف مجدوب حوار لجريده اخر خبر انه تم تفكيك العديد الشبكات عددها قل بشكل كبير مشيرا المهربين يتقاضون مبالغ ماليه طائله مقابل تصل الى الشخص الواحد يؤكد وجود علاقه ورابط قوي الارهاب والتهريب وفي سياق متصل تحدث وزير الداخليه عوده المشاركين بؤر القتال مؤكدا الوزاره تملك معطيات دقيقه حول حول عددهم وان الاجهزه الامنيه تحاول جاهده التصدي طريق تشديد المراقبه الشريط الحدودي ليبيا اوضح توجهان للتعامل العائدين بؤر القتال الخارج خلال احداث مراكز لاعاده تاهيلهم توجه ناجع يمكن يحقق نتائح الا اكثر سنوات كحد ادنى ونتائجه مضمونه التوجه الثاني تتواخاه الوزاره حاليا فيتعلق بوضع العائدين بؤر القتال المراقبه الامنيه المستمره,"أما التوجه الثاني، والذي تتواخاه الوزارة حاليا فيتعلق بوضع جميع العائدين من بؤر القتال تحت المراقبة الأمنية المستمرة. 
قال وزير الداخلية، الهادي مجدوب إن أغلب المتورطين في شبكات تسفير الشباب إلى بؤر التوتر هم مهربون."
اكدت تقارير صحفيه مغربيه الرئيس الجديد للكنفديراليه الافريقيه لكره القدم احمد احمد يقوم حاليا بزياره للمغرب سيعقد ندوه صحفيه غد بمدينه مراكش صحبه رئيس الجامعه الملكيه المغربيه فوزي لقجع اوضحت المصادر رئيس الكاف سيتابع المقابله الدوليه الوديه ستجمع غد الثلاثاء بدايه الساعه السابعه المنتخبين المغربي التونسي تعتبر المغرب البلدان يزورها احمد احمد انتخابه رئيسا جديدا للهيكل الافريقي ولن يكون مرفوقا المره بالكاتب العام المغربي هشام العمراني تم قبول استقالته رسميا مهامه تعويضه بالمصري عصام الدين احمد,و أوضحت ذات المصادر أن رئيس الكاف سيتابع المقابلة الدولية الودية التي ستجمع مساء غد الثلاثاء بداية من الساعة السابعة بين المنتخبين المغربي و التونسي .
نشرت الداخليه المصريه اليوم الاثنين فى صفحتها موقع التواصل الاجتماعي فيسبوك شريط فيديو عناصر الامن قبيل مصرعهم يوم الاحد تفجير الكنيسه المرقسيه الاسكندريه وظهر الفيديو برفقه مدير امن الاسكندريه اللواء مصطفى النمر عدد افراد قوه تامين الكنيسه قتلوا التفجير الانتحاري وهم الرائد عماد الركايبي والعميد نجوى الحجار واميني الشرطه محمد صبحي وعصام الديب تجدر الاشاره شريط الفيديو تم تسجيله اثناء عمليه تفقد اللواء مصطفى النمر مدير امن الاسكندريه لقوه تامين الكنيسه المرقسيه التفجير الانتحاري واعطائه تعليمات بنقل البوابه الالكترونيه خارج الكنيسه وتعليمات اخرى لضبط عمليه الدخول والخروج واسفر حادث تفجير الكنيسه المرقسيه تراس التفجير البابا تواضروس الثاني بابا الاسكندريه بطريرك الكرازه المرقسيه قداس السعف مقتل شخصا وبلغ عدد القتلى الشرطه اصيب اخرون واستهدف تفجيران انتحاريان الاحد كنيسه مارجرجس بطنطا وكاتدرائيه مار مرقس الاسكندريه اثناء اداء المصليين لشعائر الاحتفال باحد السعف تبناهما تنظيم داعش وراح ضحيتهما قتيلا مصابا,"واستهدف تفجيران انتحاريان، صباح الأحد، كنيسة مارجرجس بطنطا وكاتدرائية مار مرقس في الإسكندرية، أثناء أداء المصليين لشعائر الاحتفال بأحد ""السعف""، تبناهما تنظيم ""داعش""، وراح ضحيتهما 45 قتيلا و128 مصابا. 
نشرت الداخلية المصرية اليوم الاثنين، فى صفحتها على موقع التواصل الاجتماعي ""فيسبوك"" شريط فيديو يصوّر عناصر الأمن قبيل مصرعهم يوم الأحد في تفجير الكنيسة المرقسية في الإسكندرية."
وصل عدد الجثث تم انتشالها سواحل جرجيس وجربه يوم الاربعاء الماضي جثه ان انتشلت جثتين السبت بمارينا جربه حومه السوق وفق ذكره رئيس فرع الهلال الاحمر التونسي بمدنين منجي سليم وبين منجي سليم ان العوامل المناخيه ساهمت تلفظ البحر لهذه الجثث يمر غرقها مده طويله جعلها تبرز بكامل ملامحها واوضح ان الجثث تعود لافارقه انتهت عمليه هجره شرعيه السواحل الليبيه الغرق عرض البحر وهي لتسعه النساء وطفلين والبقيه الذكور واشار الى ان البحر تلفظ ايضا بقايا مركب الخشب وقطع البلاستيك واشار الى انه يجب تخصيص مقبره لهؤلاء الغرقى ودفنهم مكان لائق يحترم الذات البشريه وكانت ولايه مدنين انتشلت شهر الماضي جثه مناسبات متفرقه يحتم اهتماما اكبر بهذه الظاهره لوجستيا بالخصوص كتوفير مقبره لائقه للغرباء ووسيله لنقلهم والتفكير احداث بنك مخبر لحفظ اعضاء اجسام الهالكين تساعد التعرف عليهم طلب عائلاتهم وفق المنجي سليم صوره ارشيفيه,"واشار الى أنه ""يجب تخصيص مقبرة لهؤلاء الغرقى ودفنهم في مكان لائق يحترم الذات البشرية"". (صورة ارشيفية)"
امضى عضوا بمجلس نواب الشعب خلال جلسه انعقدت اليوم الثلاثاء عريضه للتعبير استيائهم تصريحات الوزير الاول الفرنسي السابق مانوال فالس قال الحجاب مفروض النساء تونس مثلما الحال ايران وافادت النائبه ليلى اولاد علي كتله حركه نداء تونس بالبرلمان تصريح لوكاله تونس افريقيا للانباء بان الممضين العريضه ينتمون احزاب مختلفه وانه المرجح يرتفع عددهم خلال الايام المقبله مشيره الى انه سيتم فتح العريضه ممثلي المجتمع المدني شددت ضروره ان يقوم مانوال فالس بتقديم اعتذاراته للتونسيات مذكره بان تونس تعتبر رائده مجال حمايه حقوق المراه العالم العربي وابرزت النائبه تشبث المراه التونسيه بحريتها واصرارها عدم التخلي مكاسبها ناضلت اجلها طويلا مبينه مكاسب المراه التونسيه تدعمت وانها تحظى بامتيازات عديده مقارنه بنظيراتها البلدان الاوروبيه واكدت انه سيتم قريبا التقدم بطلب حق الرد معتبره مانوال فالس قدم ترشحه لرئاسه الجمهوريه ادلى بتلك التصريحات اطار حملته الانتخابيه وليس جهل وفق تقديرها وكان مانوال فالس حل الاسبوع الماضي ضيفا حصه البرنامج السياسي القناه الفرنسيه الثانيه france صرح بان الحجاب مفروض النساء تونس مثلما الحال ايران مضيفا النساء فرض عليهن الحجاب يناضلن نزعه,"كما شددت على ""ضرورة ان يقوم مانوال فالس بتقديم اعتذاراته للتونسيات""، مذكرة بأن تونس تعتبر رائدة في مجال حماية حقوق المرأة في العالم العربي."
اعتبر حزب المسار الديمقراطي الاجتماعي التحوير الوزاري الاخير جاء اجواء متوتره وبشكل فاجا الجميع الاطراف الممضيه وثيقه قرطاج تشكلت اساسها حكومه الوحده الوطنيه واوضح بيان التحوير تم باسلوب مقبول وفي غياب تقييم موضوعي للعمل الحكومي ولاداء الوزراء واضاف الحزب الضروري يبادر رئيس الجمهوريه بدعوه الاطراف الممضيه وثيقه قرطاج والداعمه اجتماع عاجل لايجاد الحلول الكفيله بتجاوز المازق الحالي وفتح افاق جديده لاستئناف مسار الانقاذ جاءت اجله وثيقه قرطاج وحكومه الوحده الوطنيه,وأوضح في بيان له أن هذا التحوير تم بأسلوب غير مقبول وفي غياب تقييم موضوعي للعمل الحكومي ولأداء جميع الوزراء.
اظهر استطلاع حديث ربع شباب بريطانيا يعيشون حاله الاحباط الشديد وغالبا يلجؤون الادمان الحاق الضرر بانفسهم وايذائها باشكال عديده وبحسب مركز يوغاف بول فسر متخصصون نفسانيون مرد السلوك بحاله الضغط والاحباط والكابه يعاني الشباب البريطاني اقر بالمائه المستجوبين بايذاء انفسهم عمدا وتم استجواب شاب وتتراوح اعمارهم عاما ولاحظ تقرير نشرته غارديان البريطانيه اليوم منحى تصاعديا لهذا الاضطراب النفسي يهم الذكور بالاساس ويعمد المستجوبون ايذاء انفسهم عبر المبالغه ممارسه تمارين عنيفه لالحاق الضرر باجسادهم وتعذيبها بالعمد تسريحات شعر غريبه وصول اغلبهم مرحله الادمان الكحول والمخدرات,"
أظهر استطلاع حديث أن ربع شباب بريطانيا يعيشون حالة من الاحباط الشديد وغالبا ما يلجؤون إلى الإدمان أو إلحاق الضرر بأنفسهم وإيذائها بأشكال عديدة. ولاحظ تقرير نشرته ""ذي غارديان"" البريطانية اليوم، منحى تصاعديا لهذا الاضطراب النفسي الذي يهم الذكور بالأساس. وتم استجواب 500 شاب وتتراوح أعمارهم بين 16 و24 عاما."
قال النائب حزب مشروع تونس وليد جلاد تونس ستواجه مصيرا مجهولا صوره فشل حكومه الوحده الوطنيه واضاف جلاد مداخله اليوم برنامج بوليتيكا عدم الاستقرار الاجتماعي سيؤدي اضعاف مجهودات المؤسستين العسكريه والامنيه تشتيتها خلق فراغ الحدود سيشكل خطرا كبيرا تونس تضييق الخناق الجماعات الارهابيه ليبيا سوريا والتي اصبحت تبحث اماكن امانا وفق تعبيره واوضح فشل حكومه الشاهد سيقود اندلاع الاحتجاجات الاجتماعيه تشتيت المجهود الامني لتعم الفوضى وحرب الشوارع قوله,"وأوضح أن ""فشل حكومة الشاهد سيقود إلى اندلاع الاحتجاجات الاجتماعية و تشتيت المجهود الأمني لتعم الفوضى وحرب الشوارع""، حسب قوله. 
قال النائب عن حزب مشروع تونس، وليد جلاد إن تونس ستواجه مصيرا مجهولا في صورة فشل حكومة الوحدة الوطنية."
توفي اليوم الاثنين الناقد الادبي التونسي والاستاذ الجامعي اللغه العربيه توفيق بكار وولد توفيق بكار مؤسسي الجامعه التونسيه واحد ابرز اعمدتها طبع بنقده واسلوبه الروايه التونسيه وربط الراحل طيله مسيرته المهنيه العلاقه الجامعه التونسيه والساحه الثقافيه والابداعيه وساهم ظهور النقد الادبي تونس وفي التعريف بالاثر التونسي وخاصه بكتابات محمود المسعدي,"وربط الراحل طيلة مسيرته المهنية العلاقة بين الجامعة التونسية والساحة الثقافية والابداعية وساهم في ظهور النقد الأدبي في تونس وفي التعريف بالأثر التونسي وخاصة بكتابات محمود المسعدي. وولد توفيق بكار في 27 ديسمبر 1927، وهو من مؤسسي الجامعة التونسية وأحد أبرز أعمدتها، طبع بنقده واسلوبه الرواية التونسية. 
توفي اليوم الإثنين 24 أفريل 2017 الناقد الأدبي التونسي والأستاذ الجامعي في اللغة العربية توفيق بكار."
